current_date,opening_balance,closing_balance,monthly_realized_pnl,monthly_unrealized_pnl,ticker,status,shares_qty,bought_price,bought_date,current_price,current_value,unrealized_pnl,unrealized_pnl_pct,realized_pnl,realized_pnl_pct,cash_balance,total_portfolio_value,bought_value,tag
9/30/2016,,,,,LTF.NS,Sold,531,90.17455292,8/31/2016,85.24494934,45265.0681,0,,-2617.619499,-5.466734702,,,,Nifty Midcap 150
9/30/2016,,,,,SUNDRMFAST.NS,Sold,164,291.6000061,8/31/2016,291.75,47847,0,,24.59899902,0.051438235,,,,Other 500 Stocks
9/30/2016,,,,,EDELWEISS.NS,Sold,766,62.59198761,8/31/2016,61.48392868,47096.68937,0,,-848.77314,-1.770288773,,,,Nifty SmallCap 250
9/30/2016,,,,,SUDARSCHEM.NS,Sold,155,315.25,7/31/2016,372.5,57737.5,0,,8873.75,18.16019033,,,,Nifty SmallCap 250
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,BAJFINANCE.NS,Held,779,59.2840004,1/31/2016,105.5899963,82254.60715,36072.37084,78.10875722,,,842.4947433,1124525.451,46182.23631,Nifty 50
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,JSWSTEEL.NS,Held,436,105.7050018,1/31/2016,172.9349976,75399.65894,29312.27814,63.60152742,,,842.4947433,1124525.451,46087.3808,Nifty 50
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,YESBANK.NS,Held,238,188.5899963,4/30/2016,250.9400024,59723.72058,14839.30145,33.0611418,,,842.4947433,1124525.451,44884.41913,Nifty Next 50
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,BIOCON.NS,Held,460,97.56666565,4/30/2016,155.5833282,71568.33099,26687.66479,59.46361107,,,842.4947433,1124525.451,44880.6662,Nifty Midcap 150
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,MANAPPURAM.NS,Held,856,53.65000153,5/31/2016,91.5,78324,32399.59869,70.54985535,,,842.4947433,1124525.451,45924.40131,Nifty Midcap 150
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,MUTHOOTFIN.NS,Held,147,293.0499878,6/30/2016,348.7999878,51273.59821,8195.25,19.02405812,,,842.4947433,1124525.451,43078.34821,Nifty Next 50
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,BAJAJFINSV.NS,Held,180,272.3900146,7/31/2016,306.9549866,55251.89758,6221.694946,12.68951506,,,842.4947433,1124525.451,49030.20264,Other 500 Stocks
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,HINDPETRO.NS,Held,262,186.9185181,7/31/2016,188.422226,49366.6232,393.9714661,0.804472399,,,842.4947433,1124525.451,48972.65173,Nifty Next 50
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,ESCORTS.NS,Held,187,262.5,7/31/2016,375.6000061,70237.20114,21149.70114,43.08571661,,,842.4947433,1124525.451,49087.5,Other 500 Stocks
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,IGL.NS,Held,598,80.11499786,8/31/2016,77.80999756,46530.37854,-1378.390182,-2.877114606,,,842.4947433,1124525.451,47908.76872,Nifty Midcap 150
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,HINDALCO.NS,Held,301,159.25,8/31/2016,152.6999969,45962.69908,-1971.550919,-4.113031744,,,842.4947433,1124525.451,47934.25,Nifty 50
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,PETRONET.NS,Held,272,175.9250031,8/31/2016,172.6999969,46974.39917,-877.2016602,-1.833170981,,,842.4947433,1124525.451,47851.60083,Other 500 Stocks
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,PEL.NS,Held,46,1036.641113,8/31/2016,1036.612915,47684.19409,-1.297119141,-0.002720155,,,842.4947433,1124525.451,47685.49121,Other 500 Stocks
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,DELTACORP.NS,Held,309,154.8500061,8/31/2016,167.8999939,51881.09811,4032.446228,8.427502279,,,842.4947433,1124525.451,47848.65189,Other 500 Stocks
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,BPL.NS,Held,586,83.05000305,9/30/2016,83.05000305,48667.30179,0,0,,,842.4947433,1124525.451,48667.30179,Other 500 Stocks
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,KIRIINDUS.NS,Held,146,333,9/30/2016,333,48618,0,0,,,842.4947433,1124525.451,48618,Other 500 Stocks
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,BODALCHEM.NS,Held,340,143.1499939,9/30/2016,143.1499939,48670.99792,0,0,,,842.4947433,1124525.451,48670.99792,Nifty Micro 250
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,ABREL.NS,Held,51,943.0499878,9/30/2016,943.0499878,48095.54938,0,0,,,842.4947433,1124525.451,48095.54938,Nifty Midcap 150
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,APTECHT.NS,Held,430,113,9/30/2016,113,48590,0,0,,,842.4947433,1124525.451,48590,Nifty Micro 250
9/30/2016,1743252.469,1921225.313,2897.006287,175075.8378,CHOLAFIN.NS,Held,210,231.4700012,9/30/2016,231.4700012,48608.70026,0,0,,,842.4947433,1124525.451,48608.70026,Nifty 50
10/31/2016,,,,,HINDALCO.NS,Sold,301,159.25,8/31/2016,149.6499939,45044.64816,0,,-2889.601837,-6.028261289,,,,Nifty 50
10/31/2016,,,,,ABREL.NS,Sold,51,943.0499878,9/30/2016,909.0499878,46361.54938,0,,-1734,-3.6053232,,,,Nifty Midcap 150
10/31/2016,,,,,MUTHOOTFIN.NS,Sold,147,293.0499878,6/30/2016,358.8999939,52758.2991,0,,9679.950897,22.47057118,,,,Nifty Next 50
10/31/2016,,,,,BPL.NS,Sold,586,83.05000305,9/30/2016,77.80000305,45590.80179,0,,-3076.5,-6.321492844,,,,Other 500 Stocks
10/31/2016,,,,,KIRIINDUS.NS,Sold,146,333,9/30/2016,341.75,49895.5,0,,1277.5,2.627627628,,,,Other 500 Stocks
10/31/2016,,,,,BODALCHEM.NS,Sold,340,143.1499939,9/30/2016,142.1999969,48347.99896,0,,-322.9989624,-0.663637435,,,,Nifty Micro 250
10/31/2016,,,,,PEL.NS,Sold,46,1036.641113,8/31/2016,1000.612,46028.15198,0,,-1657.339233,-3.475562884,,,,Other 500 Stocks
10/31/2016,,,,,CHOLAFIN.NS,Sold,210,231.4700012,9/30/2016,237.0800018,49786.80038,0,,1178.100128,2.423640463,,,,Nifty 50
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,BAJFINANCE.NS,Held,779,59.2840004,1/31/2016,107.2549973,83551.64286,37369.40655,80.91727369,,,1384.452347,1173569.923,46182.23631,Nifty 50
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,JSWSTEEL.NS,Held,436,105.7050018,1/31/2016,165.8849945,72325.8576,26238.47681,56.9320199,,,1384.452347,1173569.923,46087.3808,Nifty 50
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,YESBANK.NS,Held,238,188.5899963,4/30/2016,254.4600067,60561.4816,15677.06247,34.92762694,,,1384.452347,1173569.923,44884.41913,Nifty Next 50
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,BIOCON.NS,Held,460,97.56666565,4/30/2016,154.2749939,70966.49719,26085.83099,58.12264657,,,1384.452347,1173569.923,44880.6662,Nifty Midcap 150
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,MANAPPURAM.NS,Held,856,53.65000153,5/31/2016,102.1500015,87440.40131,41516,90.400743,,,1384.452347,1173569.923,45924.40131,Nifty Midcap 150
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,BAJAJFINSV.NS,Held,180,272.3900146,7/31/2016,338.3200073,60897.60132,11867.39868,24.20426195,,,1384.452347,1173569.923,49030.20264,Other 500 Stocks
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,HINDPETRO.NS,Held,262,186.9185181,7/31/2016,207.2888947,54309.6904,5337.038666,10.89799812,,,1384.452347,1173569.923,48972.65173,Nifty Next 50
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,ESCORTS.NS,Held,187,262.5,7/31/2016,375.25,70171.75,21084.25,42.95238095,,,1384.452347,1173569.923,49087.5,Other 500 Stocks
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,IGL.NS,Held,598,80.11499786,8/31/2016,86,51428,3519.231277,7.345693432,,,1384.452347,1173569.923,47908.76872,Nifty Midcap 150
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,PETRONET.NS,Held,272,175.9250031,8/31/2016,194.3999939,52876.79834,5025.19751,10.50162883,,,1384.452347,1173569.923,47851.60083,Other 500 Stocks
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,DELTACORP.NS,Held,309,154.8500061,8/31/2016,185.3999939,57288.59811,9439.946228,19.72876112,,,1384.452347,1173569.923,47848.65189,Other 500 Stocks
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,APTECHT.NS,Held,430,113,9/30/2016,156.0357208,67095.35995,18505.35995,38.08470869,,,1384.452347,1173569.923,48590,Nifty Micro 250
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,TIRUMALCHM.NS,Held,552,87.09999847,10/31/2016,87.09999847,48079.19916,0,0,,,1384.452347,1173569.923,48079.19916,Nifty SmallCap 250
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,VEDL.NS,Held,237,202.6000061,10/31/2016,202.6000061,48016.20145,0,0,,,1384.452347,1173569.923,48016.20145,Nifty 50
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,GNFC.NS,Held,171,280.7999878,10/31/2016,280.7999878,48016.79791,0,0,,,1384.452347,1173569.923,48016.79791,Nifty SmallCap 250
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,MARUTI.NS,Held,8,5876.149902,10/31/2016,5876.149902,47009.19922,0,0,,,1384.452347,1173569.923,47009.19922,Nifty 50
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,INDIACEM.NS,Held,306,157.0500031,10/31/2016,157.0500031,48057.30093,0,0,,,1384.452347,1173569.923,48057.30093,Nifty SmallCap 250
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,HINDZINC.NS,Held,190,252.9499969,10/31/2016,252.9499969,48060.49942,0,0,,,1384.452347,1173569.923,48060.49942,Other 500 Stocks
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,IOC.NS,Held,445,107.8333359,10/31/2016,107.8333359,47985.83447,0,0,,,1384.452347,1173569.923,47985.83447,Other 500 Stocks
10/31/2016,1921225.313,2145345.623,2455.110992,221665.1991,LTF.NS,Held,483,99.47569275,10/31/2016,99.47569275,48046.7596,0,0,,,1384.452347,1173569.923,48046.7596,Nifty Midcap 150
11/30/2016,,,,,BAJFINANCE.NS,Sold,779,59.2840004,1/31/2016,91.98000336,71652.42262,0,,25470.18631,55.15147888,,,,Nifty 50
11/30/2016,,,,,MARUTI.NS,Sold,8,5876.149902,10/31/2016,5266,42128,0,,-4881.199219,-10.38349791,,,,Nifty 50
11/30/2016,,,,,LTF.NS,Sold,483,99.47569275,10/31/2016,83.10569,40140.04827,0,,-7906.711327,-16.45628424,,,,Nifty Midcap 150
11/30/2016,,,,,GNFC.NS,Sold,171,280.7999878,10/31/2016,216.6000061,37038.60104,0,,-10978.19687,-22.86324234,,,,Nifty SmallCap 250
11/30/2016,,,,,INDIACEM.NS,Sold,306,157.0500031,10/31/2016,119.6500015,36612.90047,0,,-11444.40047,-23.81407246,,,,Nifty SmallCap 250
11/30/2016,,,,,YESBANK.NS,Sold,238,188.5899963,4/30/2016,234.7700043,55875.26102,0,,10990.84189,24.48698703,,,,Nifty Next 50
11/30/2016,,,,,APTECHT.NS,Sold,430,113,9/30/2016,116.7142868,50187.14333,0,,1597.143326,3.286979473,,,,Nifty Micro 250
11/30/2016,,,,,MANAPPURAM.NS,Sold,856,53.65000153,5/31/2016,77,65912,0,,19987.59869,43.5228291,,,,Nifty Midcap 150
11/30/2016,,,,,DELTACORP.NS,Sold,309,154.8500061,8/31/2016,114.8499985,35488.64953,0,,-12360.00236,-25.8314537,,,,Other 500 Stocks
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,JSWSTEEL.NS,Held,436,105.7050018,1/31/2016,172.8999939,75384.39734,29297.01654,63.56841294,,,1095.062408,1051114.837,46087.3808,Nifty 50
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,BIOCON.NS,Held,460,97.56666565,4/30/2016,152.8000031,70288.0014,25407.33521,56.61086913,,,1095.062408,1051114.837,44880.6662,Nifty Midcap 150
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,BAJAJFINSV.NS,Held,180,272.3900146,7/31/2016,299,53820,4789.797363,9.769075194,,,1095.062408,1051114.837,49030.20264,Other 500 Stocks
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,HINDPETRO.NS,Held,262,186.9185181,7/31/2016,209.422226,54868.6232,5895.971466,12.03931431,,,1095.062408,1051114.837,48972.65173,Nifty Next 50
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,ESCORTS.NS,Held,187,262.5,7/31/2016,322.7000122,60344.90228,11257.40228,22.93333798,,,1095.062408,1051114.837,49087.5,Other 500 Stocks
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,IGL.NS,Held,598,80.11499786,8/31/2016,82.90499878,49577.18927,1668.420547,3.482495151,,,1095.062408,1051114.837,47908.76872,Nifty Midcap 150
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,PETRONET.NS,Held,272,175.9250031,8/31/2016,194.3500061,52863.20166,5011.60083,10.47321457,,,1095.062408,1051114.837,47851.60083,Other 500 Stocks
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,TIRUMALCHM.NS,Held,552,87.09999847,10/31/2016,79.50499725,43886.75848,-4192.440674,-8.719863782,,,1095.062408,1051114.837,48079.19916,Nifty SmallCap 250
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,VEDL.NS,Held,237,202.6000061,10/31/2016,229.8500061,54474.45145,6458.25,13.45014767,,,1095.062408,1051114.837,48016.20145,Nifty 50
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,HINDZINC.NS,Held,190,252.9499969,10/31/2016,282.6000061,53694.00116,5633.50174,11.72168789,,,1095.062408,1051114.837,48060.49942,Other 500 Stocks
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,IOC.NS,Held,445,107.8333359,10/31/2016,102.2333298,45493.83175,-2492.002716,-5.193204919,,,1095.062408,1051114.837,47985.83447,Other 500 Stocks
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,HINDALCO.NS,Held,275,175.75,11/30/2016,175.75,48331.25,0,0,,,1095.062408,1051114.837,48331.25,Nifty 50
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,BPCL.NS,Held,225,214.6499939,11/30/2016,214.6499939,48296.24863,0,0,,,1095.062408,1051114.837,48296.24863,Other 500 Stocks
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,POWERGRID.NS,Held,449,107.943779,11/30/2016,107.943779,48466.75677,0,0,,,1095.062408,1051114.837,48466.75677,Nifty 50
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,PNBGILTS.NS,Held,908,53.34999847,11/30/2016,53.34999847,48441.79861,0,0,,,1095.062408,1051114.837,48441.79861,Nifty Micro 250
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,VAKRANGEE.NS,Held,376,128.7504578,11/30/2016,128.7504578,48410.17212,0,0,,,1095.062408,1051114.837,48410.17212,Other 500 Stocks
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,JUBLPHARMA.NS,Held,91,528.7965698,11/30/2016,528.7965698,48120.48785,0,0,,,1095.062408,1051114.837,48120.48785,Nifty Midcap 150
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,RECLTD.NS,Held,472,102.6750031,11/30/2016,102.6750031,48462.60144,0,0,,,1095.062408,1051114.837,48462.60144,Nifty Next 50
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,MOIL.NS,Held,257,188.0500031,11/30/2016,188.0500031,48328.85078,0,0,,,1095.062408,1051114.837,48328.85078,Nifty SmallCap 250
11/30/2016,2145345.623,2244555.736,10475.25998,88734.85258,INDIANB.NS,Held,191,253.75,11/30/2016,253.75,48466.25,0,0,,,1095.062408,1051114.837,48466.25,Nifty Next 50
12/31/2016,,,,,RECLTD.NS,Sold,472,102.6750031,11/30/2016,93.63749695,44196.89856,0,,-4265.702881,-8.802050971,,,,Nifty Next 50
12/31/2016,,,,,BPCL.NS,Sold,225,214.6499939,11/30/2016,211.8333282,47662.49886,0,,-633.7497711,-1.312213245,,,,Other 500 Stocks
12/31/2016,,,,,POWERGRID.NS,Sold,449,107.943779,11/30/2016,103.2187729,46345.22903,0,,-2121.52774,-4.377284312,,,,Nifty 50
12/31/2016,,,,,TIRUMALCHM.NS,Sold,552,87.09999847,10/31/2016,76.44000244,42194.88135,0,,-5884.31781,-12.23880163,,,,Nifty SmallCap 250
12/31/2016,,,,,JSWSTEEL.NS,Sold,436,105.7050018,1/31/2016,162.75,70959,0,,24871.6192,53.9662241,,,,Nifty 50
12/31/2016,,,,,PNBGILTS.NS,Sold,908,53.34999847,11/30/2016,45.70000076,41495.60069,0,,-6946.197922,-14.3392651,,,,Nifty Micro 250
12/31/2016,,,,,ESCORTS.NS,Sold,187,262.5,7/31/2016,296.7000122,55482.90228,0,,6395.402283,13.02857608,,,,Other 500 Stocks
12/31/2016,,,,,MOIL.NS,Sold,257,188.0500031,11/30/2016,180.0249939,46266.42343,0,,-2062.427353,-4.267486852,,,,Nifty SmallCap 250
12/31/2016,,,,,INDIANB.NS,Sold,191,253.75,11/30/2016,220.8500061,42182.35117,0,,-6283.898834,-12.96551484,,,,Nifty Next 50
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,BIOCON.NS,Held,460,97.56666565,4/30/2016,158.3083344,72821.8338,27941.1676,62.25657943,,,49423.89954,1000808.349,44880.6662,Nifty Midcap 150
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,BAJAJFINSV.NS,Held,180,272.3900146,7/31/2016,289.4849854,52107.29736,3077.094727,6.275916805,,,49423.89954,1000808.349,49030.20264,Other 500 Stocks
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,HINDPETRO.NS,Held,262,186.9185181,7/31/2016,196.1333313,51386.9328,2414.281067,4.929855708,,,49423.89954,1000808.349,48972.65173,Nifty Next 50
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,IGL.NS,Held,598,80.11499786,8/31/2016,91.82499695,54911.34818,7002.579453,14.61648804,,,49423.89954,1000808.349,47908.76872,Nifty Midcap 150
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,PETRONET.NS,Held,272,175.9250031,8/31/2016,183.7250061,49973.20166,2121.60083,4.433709204,,,49423.89954,1000808.349,47851.60083,Other 500 Stocks
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,VEDL.NS,Held,237,202.6000061,10/31/2016,216.1499939,51227.54855,3211.347107,6.688049055,,,49423.89954,1000808.349,48016.20145,Nifty 50
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,HINDZINC.NS,Held,190,252.9499969,10/31/2016,255.3999939,48525.99884,465.4994202,0.968569669,,,49423.89954,1000808.349,48060.49942,Other 500 Stocks
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,IOC.NS,Held,445,107.8333359,10/31/2016,108.3499985,48215.74932,229.914856,0.479130682,,,49423.89954,1000808.349,47985.83447,Other 500 Stocks
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,HINDALCO.NS,Held,275,175.75,11/30/2016,155.0500031,42638.75084,-5692.499161,-11.77809215,,,49423.89954,1000808.349,48331.25,Nifty 50
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,VAKRANGEE.NS,Held,376,128.7504578,11/30/2016,127.5158386,47945.95532,-464.2167969,-0.958924078,,,49423.89954,1000808.349,48410.17212,Other 500 Stocks
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,JUBLPHARMA.NS,Held,91,528.7965698,11/30/2016,474.4273071,43172.88495,-4947.602905,-10.28169731,,,49423.89954,1000808.349,48120.48785,Nifty Midcap 150
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,HCC.NS,Held,1366,35.61729431,12/31/2016,35.61729431,48653.22403,0,0,,,49423.89954,1000808.349,48653.22403,Nifty SmallCap 250
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,TVSELECT.NS,Held,256,189.5,12/31/2016,189.5,48512,0,0,,,49423.89954,1000808.349,48512,Nifty Micro 250
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,ENGINERSIN.NS,Held,322,151,12/31/2016,151,48622,0,0,,,49423.89954,1000808.349,48622,Nifty SmallCap 250
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,ONGC.NS,Held,254,191.3500061,12/31/2016,191.3500061,48602.90155,0,0,,,49423.89954,1000808.349,48602.90155,Nifty 50
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,DATAMATICS.NS,Held,378,128.5,12/31/2016,128.5,48573,0,0,,,49423.89954,1000808.349,48573,Nifty SmallCap 250
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,OIL.NS,Held,322,150.7000427,12/31/2016,150.7000427,48525.41376,0,0,,,49423.89954,1000808.349,48525.41376,Nifty Next 50
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,TATACOMM.NS,Held,124,389.6766663,12/31/2016,389.6766663,48319.90662,0,0,,,49423.89954,1000808.349,48319.90662,Nifty Midcap 150
12/31/2016,2244555.736,2282984.101,3069.199173,35359.1662,NATIONALUM.NS,Held,745,65.30000305,12/31/2016,65.30000305,48648.50227,0,0,,,49423.89954,1000808.349,48648.50227,Nifty Midcap 150
1/31/2017,,,,,ENGINERSIN.NS,Sold,322,151,12/31/2016,147.8999939,47623.79803,0,,-998.2019653,-2.052984175,,,,Nifty SmallCap 250
1/31/2017,,,,,PETRONET.NS,Sold,272,175.9250031,8/31/2016,186.9750061,50857.20166,0,,3005.60083,6.281087316,,,,Other 500 Stocks
1/31/2017,,,,,OIL.NS,Sold,322,150.7000427,12/31/2016,146.5111084,47176.5769,0,,-1348.836853,-2.779650391,,,,Nifty Next 50
1/31/2017,,,,,BAJAJFINSV.NS,Sold,180,272.3900146,7/31/2016,324.5849915,58425.29846,0,,9395.095825,19.16185396,,,,Other 500 Stocks
1/31/2017,,,,,NATIONALUM.NS,Sold,745,65.30000305,12/31/2016,75.05000305,55912.25227,0,,7263.75,14.93108659,,,,Nifty Midcap 150
1/31/2017,,,,,VAKRANGEE.NS,Sold,376,128.7504578,11/30/2016,142.3779297,53534.10156,0,,5123.929443,10.58440658,,,,Not Needed
1/31/2017,,,,,TVSELECT.NS,Sold,256,189.5,12/31/2016,196.25,50240,0,,1728,3.562005277,,,,Nifty Micro 250
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,BIOCON.NS,Held,460,97.56666565,4/30/2016,168.4916687,77506.1676,32625.5014,72.69388841,,,52039.00265,1089155.333,44880.6662,Nifty Midcap 150
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,HINDPETRO.NS,Held,262,186.9185181,7/31/2016,231.7111053,60708.3096,11735.65787,23.96369699,,,52039.00265,1089155.333,48972.65173,Nifty Next 50
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,IGL.NS,Held,598,80.11499786,8/31/2016,93.94999695,56182.09818,8273.329453,17.26892524,,,52039.00265,1089155.333,47908.76872,Nifty Midcap 150
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,VEDL.NS,Held,237,202.6000061,10/31/2016,253.1000061,59984.70145,11968.5,24.92596174,,,52039.00265,1089155.333,48016.20145,Nifty 50
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,HINDZINC.NS,Held,190,252.9499969,10/31/2016,298.8999939,56790.99884,8730.49942,18.1656444,,,52039.00265,1089155.333,48060.49942,Other 500 Stocks
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,IOC.NS,Held,445,107.8333359,10/31/2016,122.1333313,54349.33243,6363.497963,13.26120101,,,52039.00265,1089155.333,47985.83447,Other 500 Stocks
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,HINDALCO.NS,Held,275,175.75,11/30/2016,189.9499969,52236.24916,3904.999161,8.07965687,,,52039.00265,1089155.333,48331.25,Nifty 50
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,JUBLPHARMA.NS,Held,91,528.7965698,11/30/2016,503.8444824,45849.8479,-2270.639954,-4.718655306,,,52039.00265,1089155.333,48120.48785,Nifty Midcap 150
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,HCC.NS,Held,1366,35.61729431,12/31/2016,38.93679047,53187.65578,4534.431747,9.319899838,,,52039.00265,1089155.333,48653.22403,Nifty SmallCap 250
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,ONGC.NS,Held,254,191.3500061,12/31/2016,202.5500031,51447.70078,2844.799225,5.853146899,,,52039.00265,1089155.333,48602.90155,Nifty 50
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,DATAMATICS.NS,Held,378,128.5,12/31/2016,141.0500031,53316.90115,4743.901154,9.76653934,,,52039.00265,1089155.333,48573,Nifty SmallCap 250
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,TATACOMM.NS,Held,124,389.6766663,12/31/2016,438.7277527,54402.24133,6082.334717,12.58763757,,,52039.00265,1089155.333,48319.90662,Nifty Midcap 150
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,GNFC.NS,Held,212,243.1000061,1/31/2017,243.1000061,51537.20129,0,0,,,52039.00265,1089155.333,51537.20129,Nifty SmallCap 250
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,DWARKESH.NS,Held,1295,39.86500168,1/31/2017,39.86500168,51625.17717,0,0,,,52039.00265,1089155.333,51625.17717,Nifty Micro 250
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,SWANENERGY.NS,Held,301,171.0500031,1/31/2017,171.0500031,51486.05092,0,0,,,52039.00265,1089155.333,51486.05092,Nifty Midcap 150
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,POWERGRID.NS,Held,443,116.5500259,1/31/2017,116.5500259,51631.66149,0,0,,,52039.00265,1089155.333,51631.66149,Nifty 50
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,CESC.NS,Held,779,66.26692963,1/31/2017,66.26692963,51621.93818,0,0,,,52039.00265,1089155.333,51621.93818,Nifty Midcap 150
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,NMDC.NS,Held,1401,36.85640717,1/31/2017,36.85640717,51635.82644,0,0,,,52039.00265,1089155.333,51635.82644,Nifty Next 50
1/31/2017,2282984.101,2406690.25,24169.33728,99536.81216,TATASTEEL.NS,Held,1170,44.11647034,1/31/2017,44.11647034,51616.27029,0,0,,,52039.00265,1089155.333,51616.27029,Nifty 50
2/28/2017,,,,,HINDALCO.NS,Sold,275,175.75,11/30/2016,184.3500061,50696.25168,0,,2365.001678,4.89331784,,,,Nifty 50
2/28/2017,,,,,ONGC.NS,Sold,254,191.3500061,12/31/2016,193.5500031,49161.70078,0,,558.7992249,1.149724002,,,,Nifty 50
2/28/2017,,,,,POWERGRID.NS,Sold,443,116.5500259,1/31/2017,108.084404,47881.39097,0,,-3750.270523,-7.263509279,,,,Nifty 50
2/28/2017,,,,,JUBLPHARMA.NS,Sold,91,528.7965698,11/30/2016,540.1657104,49155.07965,0,,1034.591797,2.150002718,,,,Nifty Midcap 150
